country,Year,population_total,income_per_person_gdppercapita_ppp_inflation_adjusted (1),energy_use_per_person (1)
Iceland,1999,280k,40.6k,11.1k
Iceland,2000,283k,41.6k,10.6k
Iceland,2001,285k,41.5k,10.8k
Iceland,2002,288k,42.2k,10.7k
Iceland,2003,291k,45.1k,10.5k
Iceland,2004,295k,47.2k,10.5k
Iceland,2005,300k,48.6k,12.7k
Iceland,2006,305k,51.8k,14.7k
Iceland,2007,311k,51.9k,16.4k
Iceland,2008,316k,48.2k,16.9k
Iceland,2009,320k,46.6k,17k
Iceland,2010,323k,47.3k,18.2k
Israel,1970,2.9M,15.9k,1870
Israel,1971,3M,17.3k,1760
Israel,1972,3.1M,17.6k,2370
Israel,1973,3.2M,18.3k,1730
Israel,1974,3.3M,18.5k,2030
Israel,1975,3.39M,18.3k,1830
Israel,1976,3.47M,17.9k,1790
Israel,1977,3.55M,18.4k,1850
Israel,1978,3.63M,19.1k,2010
Israel,1979,3.7M,19.9k,2020
Israel,1980,3.77M,20.6k,1840
Israel,1981,3.84M,20.7k,1960
Israel,1982,3.9M,21k,1790
Israel,1983,3.97M,20.8k,1830
Israel,1984,4.04M,21.1k,1790
Israel,1985,4.1M,21.8k,2100
Israel,1986,4.17M,22.9k,2280
Israel,1987,4.24M,23k,2450
Israel,1988,4.33M,22.8k,2490
Israel,1989,4.45M,23.6k,2460
Israel,1990,4.59M,24k,2320
Israel,1991,4.75M,24.9k,2580
Israel,1992,4.93M,25.3k,2630
Israel,1993,5.11M,26.5k,2740
Israel,1994,5.27M,28.5k,2800
Israel,1995,5.42M,29.2k,2800
Israel,1996,5.57M,29.6k,2880
Israel,1997,5.7M,30.1k,2890
Israel,1998,5.82M,30.2k,2740
Israel,1999,5.95M,31.6k,2900
Israel,2000,6.06M,30.9k,2970
Israel,2001,6.17M,30.3k,2860
Israel,2002,6.28M,30k,2950
Israel,2003,6.4M,30.7k,2820
Israel,2004,6.53M,31.4k,2660
Israel,2005,6.68M,32.6k,2880
Israel,2006,6.85M,33.8k,2900
Israel,2007,7.02M,34.2k,3130
Israel,2008,7.19M,33.7k,2870
Israel,2009,7.35M,35k,3040
Israel,2010,7.49M,36k,2980
Italy,1970,53.9M,19.5k,1950
Italy,1971,54.3M,20.1k,2050
Italy,1972,54.6M,21.4k,2180
Italy,1973,55M,22.4k,2210
Italy,1974,55.3M,21.9k,2110
Italy,1975,55.5M,23.4k,2260
Italy,1976,55.8M,24.1k,2200
Italy,1977,56M,25.1k,2250
Italy,1978,56.2M,26.7k,2340
Italy,1979,56.3M,27.8k,2320
Italy,1980,56.5M,28k,2270
Italy,1981,56.6M,28.3k,2210
Italy,1982,56.8M,28.8k,2200
Italy,1983,56.9M,29.7k,2250
Italy,1984,56.9M,30.7k,2280
Italy,1985,57M,31.8k,2310
Italy,1986,57M,33k,2410
Italy,1987,57M,34.5k,2460
Italy,1988,57M,35.7k,2570
Italy,1989,57M,36.7k,2580
Italy,1990,57.1M,37.2k,2650
Italy,1991,57.1M,37.5k,2630
Italy,1992,57.2M,37.2k,2610
Italy,1993,57.2M,38k,2580
Italy,1994,57.2M,39.1k,2800
Italy,1995,57.1M,39.6k,2800
Italy,1996,56.9M,40.3k,2830
Italy,1997,56.7M,41k,2910
Italy,1998,56.7M,41.6k,2960
Italy,1999,56.7M,43.2k,3010
Italy,2000,56.9M,44k,3020
Italy,2001,57.2M,44.1k,3040
Italy,2002,57.6M,43.9k,3170
Italy,2003,57.9M,44.3k,3170
Italy,2004,58.3M,44.4k,3210
Italy,2005,58.5M,45.1k,3180
Italy,2006,58.7M,45.5k,3150
Italy,2007,58.9M,44.8k,3090
Italy,2008,59.1M,42.2k,2870
Italy,2009,59.3M,42.8k,2930
Italy,2010,59.6M,43k,2830
Jamaica,1970,1.9M,7580,1060
Jamaica,1971,1.94M,7750,1330
Jamaica,1972,1.97M,8350,1480
Jamaica,1973,2M,7960,1370
Jamaica,1974,2.03M,7890,1320
Jamaica,1975,2.06M,7360,1180
Jamaica,1976,2.08M,7180,1140
Jamaica,1977,2.11M,7210,1170
Jamaica,1978,2.13M,7040,1200
Jamaica,1979,2.16M,6630,1050
Jamaica,1980,2.2M,6760,1060
Jamaica,1981,2.23M,6780,1020
Jamaica,1982,2.27M,6960,881
Jamaica,1983,2.31M,6930,870
Jamaica,1984,2.34M,6630,738
Jamaica,1985,2.36M,6780,743
Jamaica,1986,2.38M,7340,757
Jamaica,1987,2.39M,7590,768
Jamaica,1988,2.4M,8130,957
Jamaica,1989,2.42M,8590,1150
Jamaica,1990,2.44M,8940,1150
Jamaica,1991,2.46M,9030,1200
Jamaica,1992,2.48M,9790,1190
Jamaica,1993,2.51M,9830,1200
Jamaica,1994,2.53M,9960,1260
Jamaica,1995,2.56M,9850,1320
Jamaica,1996,2.58M,9640,1310
Jamaica,1997,2.61M,9330,1340
Jamaica,1998,2.63M,9340,1370
Jamaica,1999,2.65M,9340,1440
Jamaica,2000,2.67M,9400,1430
Jamaica,2001,2.69M,9520,1320
Jamaica,2002,2.71M,9810,1370
Jamaica,2003,2.73M,9880,1380
Jamaica,2004,2.74M,9920,1360
Jamaica,2005,2.75M,10.2k,1510
Jamaica,2006,2.77M,10.2k,1510
Jamaica,2007,2.78M,10.1k,1270
Jamaica,2008,2.8M,9630,1080
Jamaica,2009,2.81M,9440,951
Jamaica,2010,2.83M,9550,1010
Jordan,1970,1.81M,4560,272
Jordan,1971,1.88M,4560,286
Jordan,1972,1.95M,4640,315
Jordan,1973,2.01M,4900,323
Jordan,1974,2.07M,5070,365
Jordan,1975,2.12M,6100,456
Jordan,1976,2.18M,6300,454
Jordan,1977,2.24M,7390,543
Jordan,1978,2.3M,7820,542
Jordan,1979,2.38M,8980,640
Jordan,1980,2.46M,9060,769
Jordan,1981,2.56M,9390,841
Jordan,1982,2.67M,9250,876
Jordan,1983,2.78M,9720,925
Jordan,1984,2.9M,9730,903
Jordan,1985,3.02M,10.3k,931
Jordan,1986,3.13M,10.2k,951
Jordan,1987,3.26M,9850,906
Jordan,1988,3.4M,8540,874
Jordan,1989,3.57M,7920,918
Jordan,1990,3.76M,7640,900
Jordan,1991,3.98M,8250,956
Jordan,1992,4.2M,8170,896
Jordan,1993,4.41M,8170,915
Jordan,1994,4.59M,8330,937
Jordan,1995,4.73M,8250,933
Jordan,1996,4.85M,8320,930
Jordan,1997,4.94M,8400,943
Jordan,1998,5.03M,8540,924
Jordan,1999,5.12M,8740,950
Jordan,2000,5.22M,9040,923
Jordan,2001,5.32M,9380,952
Jordan,2002,5.43M,9560,952
Jordan,2003,5.58M,10.1k,1110
Jordan,2004,5.77M,10.6k,1160
Jordan,2005,5.99M,11k,1140
Jordan,2006,6.26M,11.4k,1150
Jordan,2007,6.56M,11.7k,1080
Jordan,2008,6.89M,11.7k,1080
Jordan,2009,7.26M,11.3k,978
Jordan,2010,7.66M,11k,922
Japan,1970,106M,18k,2530
Japan,1971,108M,19.2k,2670
Japan,1972,110M,20.4k,2950
Japan,1973,111M,19.8k,2920
Japan,1974,112M,20.1k,2730
Japan,1975,114M,20.7k,2880
Japan,1976,115M,21.3k,2900
Japan,1977,116M,22.2k,2900
Japan,1978,117M,23.2k,3040
Japan,1979,118M,23.6k,2950
Japan,1980,119M,24.1k,2860
Japan,1981,120M,24.6k,2840
Japan,1982,120M,24.9k,2820
Japan,1983,121M,25.7k,3020
Japan,1984,122M,26.6k,3000
Japan,1985,123M,27.2k,3020
Japan,1986,123M,28.1k,3040
Japan,1987,124M,29.6k,3240
Japan,1988,124M,30.9k,3350
Japan,1989,125M,32.3k,3550
Japan,1990,125M,33.3k,3570
Japan,1991,125M,33.5k,3640
Japan,1992,126M,33.2k,3660
Japan,1993,126M,33.4k,3840
Japan,1994,126M,34.2k,3930
Japan,1995,127M,35.2k,4010
Japan,1996,127M,35.5k,4040
Japan,1997,127M,35k,3960
Japan,1998,127M,34.8k,4010
Japan,1999,128M,35.7k,4080
Japan,2000,128M,35.8k,4010
Japan,2001,128M,35.7k,3990
Japan,2002,128M,36.2k,3950
Japan,2003,128M,37k,4080
Japan,2004,128M,37.6k,4060
Japan,2005,128M,38.1k,4050
Japan,2006,128M,38.7k,4010
Japan,2007,129M,38.3k,3860
Japan,2008,129M,36.2k,3680
Japan,2009,129M,37.7k,3890
Japan,2010,128M,37.7k,3610
Kenya,1970,11.7M,2250,452
Kenya,1971,12.1M,2280,456
Kenya,1972,12.6M,2320,451
Kenya,1973,13.1M,2350,451
Kenya,1974,13.6M,2270,445
Kenya,1975,14.1M,2280,450
Kenya,1976,14.6M,2410,455
Kenya,1977,15.2M,2550,451
Kenya,1978,15.8M,2560,450
Kenya,1979,16.4M,2620,449
Kenya,1980,17.1M,2600,445
Kenya,1981,17.7M,2680,436
Kenya,1982,18.4M,2630,427
Kenya,1983,19.1M,2610,435
Kenya,1984,19.9M,2670,437
Kenya,1985,20.6M,2800,459
Kenya,1986,21.4M,2910,461
Kenya,1987,22.2M,3030,456
Kenya,1988,22.9M,3120,457
Kenya,1989,23.7M,3210,452
Kenya,1990,24.5M,3150,445
Kenya,1991,25.3M,3030,442
Kenya,1992,26.1M,2940,439
Kenya,1993,27M,2930,431
Kenya,1994,27.8M,2970,438
Kenya,1995,28.6M,3000,441
Kenya,1996,29.4M,2930,434
Kenya,1997,30.3M,2940,437
Kenya,1998,31.1M,2930,435
Kenya,1999,32M,2870,438
Kenya,2000,32.8M,2900,432
Kenya,2001,33.8M,2830,426
Kenya,2002,34.7M,2840,424
Kenya,2003,35.6M,2900,434
Kenya,2004,36.6M,2990,437
Kenya,2005,37.6M,3100,443
Kenya,2006,38.7M,3220,440
Kenya,2007,39.8M,3140,444
Kenya,2008,40.9M,3160,457
Kenya,2009,42M,3330,464
Kenya,2010,43.2M,3440,461
South Korea,1970,32.9M,3430,516
South Korea,1971,33.5M,3580,551
South Korea,1972,34.2M,4010,632
South Korea,1973,34.8M,4280,675
South Korea,1974,35.4M,4510,693
South Korea,1975,35.9M,4980,758
South Korea,1976,36.5M,5460,866
South Korea,1977,37M,5910,935
South Korea,1978,37.5M,6280,1060
South Korea,1979,38M,6030,1080
South Korea,1980,38.6M,6310,1050
South Korea,1981,39.2M,6670,1100
South Korea,1982,39.7M,7390,1170
South Korea,1983,40.3M,7990,1260
South Korea,1984,40.8M,8460,1300
South Korea,1985,41.3M,9240,1480
South Korea,1986,41.7M,10.2k,1580
South Korea,1987,42.1M,11.2k,1760
South Korea,1988,42.5M,11.8k,1860
South Korea,1989,42.9M,12.7k,2170
South Korea,1990,43.4M,13.9k,2310
South Korea,1991,43.8M,14.6k,2530
South Korea,1992,44.3M,15.5k,2810
South Korea,1993,44.8M,16.8k,2960
South Korea,1994,45.3M,18.2k,3210
South Korea,1995,45.8M,19.4k,3450
South Korea,1996,46.2M,20.4k,3730
South Korea,1997,46.6M,19.3k,3380
South Korea,1998,47M,21.3k,3710
South Korea,1999,47.4M,23.1k,4000
South Korea,2000,47.7M,24k,4030
South Korea,2001,48M,25.7k,4170
South Korea,2002,48.3M,26.4k,4230
South Korea,2003,48.5M,27.6k,4330
South Korea,2004,48.7M,28.7k,4360
South Korea,2005,48.9M,30.1k,4410
South Korea,2006,49M,31.7k,4560
South Korea,2007,49.2M,32.4k,4630
South Korea,2008,49.3M,32.5k,4650
South Korea,2009,49.5M,34.5k,5050
South Korea,2010,49.8M,35.5k,5220
Lebanon,1970,2.35M,8660,785
Lebanon,1971,2.42M,9460,789
Lebanon,1972,2.48M,9660,958
Lebanon,1973,2.54M,9640,964
Lebanon,1974,2.58M,6600,840
Lebanon,1975,2.6M,2810,894
Lebanon,1976,2.6M,5080,697
Lebanon,1977,2.6M,4850,833
Lebanon,1978,2.59M,5220,899
Lebanon,1979,2.59M,5300,955
Lebanon,1980,2.59M,5230,909
Lebanon,1981,2.61M,3250,685
Lebanon,1982,2.62M,3910,738
Lebanon,1983,2.64M,5550,748
Lebanon,1984,2.65M,6780,878
Lebanon,1985,2.66M,6210,971
Lebanon,1986,2.67M,7130,999
Lebanon,1987,2.68M,5040,737
Lebanon,1988,2.73M,2860,719
Lebanon,1989,2.8M,7550,697
Lebanon,1990,2.92M,10.8k,828
Lebanon,1991,3.08M,12k,797
Lebanon,1992,3.25M,12.6k,1080
Lebanon,1993,3.4M,13k,1130
Lebanon,1994,3.53M,13.3k,1250
Lebanon,1995,3.61M,14.5k,1290
Lebanon,1996,3.66M,14.4k,1440
Lebanon,1997,3.69M,14.8k,1400
Lebanon,1998,3.75M,14.5k,1440
Lebanon,1999,3.84M,14.4k,1280
Lebanon,2000,3.99M,14.4k,1320
Lebanon,2001,4.18M,14.2k,1250
Lebanon,2002,4.39M,13.9k,1190
Lebanon,2003,4.57M,14.3k,1160
Lebanon,2004,4.7M,14.3k,1070
Lebanon,2005,4.76M,14.3k,1010
Lebanon,2006,4.77M,15.6k,886
Lebanon,2007,4.76M,17k,1140
Lebanon,2008,4.81M,18.6k,1380
Lebanon,2009,4.95M,19.5k,1290
Lebanon,2010,5.2M,18.7k,1220
Libya,1970,2.23M,7170,705
Libya,1971,2.33M,7590,944
Libya,1972,2.43M,7440,1070
Libya,1973,2.54M,8720,1140
Libya,1974,2.65M,8810,1390
Libya,1975,2.75M,10.6k,1210
Libya,1976,2.87M,11.5k,1440
Libya,1977,2.98M,11.8k,1570
Libya,1978,3.1M,12.4k,1700
Libya,1979,3.22M,12.2k,2190
Libya,1980,3.35M,9560,2270
Libya,1981,3.48M,9570,2380
Libya,1982,3.61M,9090,2340
Libya,1983,3.75M,8430,2420
Libya,1984,3.87M,9150,2620
Libya,1985,3.99M,8180,2520
Libya,1986,4.11M,6900,2680
Libya,1987,4.22M,7320,2510
Libya,1988,4.33M,7750,2650
Libya,1989,4.44M,7930,2520
Libya,1990,4.54M,9770,2490
Libya,1991,4.65M,10.1k,2420
Libya,1992,4.76M,10.4k,2460
Libya,1993,4.85M,11.3k,2720
Libya,1994,4.95M,11.9k,2830
Libya,1995,5.04M,13.2k,2950
Libya,1996,5.12M,14.9k,2950
Libya,1997,5.2M,15.3k,2940
Libya,1998,5.28M,16.4k,2860
Libya,1999,5.36M,16.7k,2950
Libya,2000,5.44M,16.2k,3000
Libya,2001,5.53M,15.8k,3070
Libya,2002,5.62M,17.6k,3100
Libya,2003,5.71M,18k,3140
Libya,2004,5.8M,19.9k,3070
Libya,2005,5.89M,20.9k,3050
Libya,2006,5.97M,21.9k,2800
Libya,2007,6.06M,22.1k,2940
Libya,2008,6.13M,21.7k,3150
Libya,2009,6.2M,22.5k,3350
Libya,2010,6.25M,8480,2190
Sri Lanka,1970,12.7M,2550,298
Sri Lanka,1971,13M,2540,311
Sri Lanka,1972,13.3M,2580,312
Sri Lanka,1973,13.5M,2620,291
Sri Lanka,1974,13.8M,2620,299
Sri Lanka,1975,14M,2640,295
Sri Lanka,1976,14.3M,2760,287
Sri Lanka,1977,14.5M,2860,297
Sri Lanka,1978,14.8M,2980,303
Sri Lanka,1979,15M,3070,302
Sri Lanka,1980,15.3M,3190,303
Sri Lanka,1981,15.5M,3290,316
Sri Lanka,1982,15.7M,3390,313
Sri Lanka,1983,15.9M,3500,318
Sri Lanka,1984,16.2M,3580,309
Sri Lanka,1985,16.4M,3690,315
Sri Lanka,1986,16.6M,3660,322
Sri Lanka,1987,16.9M,3680,322
Sri Lanka,1988,17.1M,3710,319
Sri Lanka,1989,17.3M,3880,318
Sri Lanka,1990,17.5M,4010,319
Sri Lanka,1991,17.7M,4140,324
Sri Lanka,1992,17.9M,4380,338
Sri Lanka,1993,18.1M,4580,321
Sri Lanka,1994,18.2M,4790,329
Sri Lanka,1995,18.4M,4940,366
Sri Lanka,1996,18.5M,5230,377
Sri Lanka,1997,18.6M,5440,381
Sri Lanka,1998,18.7M,5650,405
Sri Lanka,1999,18.8M,5950,443
Sri Lanka,2000,18.9M,5820,426
Sri Lanka,2001,19.1M,6000,430
Sri Lanka,2002,19.2M,6300,452
Sri Lanka,2003,19.4M,6590,454
Sri Lanka,2004,19.5M,6940,461
Sri Lanka,2005,19.7M,7420,461
Sri Lanka,2006,19.8M,7870,467
Sri Lanka,2007,20M,8270,456
Sri Lanka,2008,20.1M,8510,450
Sri Lanka,2009,20.3M,9130,481
Sri Lanka,2010,20.4M,9830,513
Luxembourg,1970,342k,29.7k,11.9k
Luxembourg,1971,345k,31.8k,12k
Luxembourg,1972,348k,34.6k,12.6k
Luxembourg,1973,351k,36.2k,13k
Luxembourg,1974,354k,34k,10.5k
Luxembourg,1975,357k,35.2k,10.7k
Luxembourg,1976,359k,36.2k,10.3k
Luxembourg,1977,361k,38.2k,11.1k
Luxembourg,1978,363k,39.6k,10.5k
Luxembourg,1979,364k,40.3k,9770
Luxembourg,1980,365k,41.2k,8530
Luxembourg,1981,365k,41.6k,8060
Luxembourg,1982,365k,43.4k,7580
Luxembourg,1983,366k,46.7k,8110
Luxembourg,1984,367k,48.6k,8350
Luxembourg,1985,369k,52.8k,8160
Luxembourg,1986,371k,54.3k,7940
Luxembourg,1987,374k,60.1k,8160
Luxembourg,1988,378k,66.5k,8700
Luxembourg,1989,382k,67.9k,8870
Luxembourg,1990,386k,72.7k,9350
Luxembourg,1991,391k,73.1k,9260
Luxembourg,1992,397k,75.1k,9270
Luxembourg,1993,402k,77k,8820
Luxembourg,1994,408k,77k,7710
Luxembourg,1995,414k,77k,7710
Luxembourg,1996,420k,80.4k,7410
Luxembourg,1997,426k,84.2k,7070
Luxembourg,1998,431k,90.1k,7270
Luxembourg,1999,436k,96.2k,7680
Luxembourg,2000,440k,97.5k,7980
Luxembourg,2001,444k,100k,8200
Luxembourg,2002,447k,101k,8550
Luxembourg,2003,452k,103k,9390
Luxembourg,2004,458k,104k,9430
Luxembourg,2005,466k,108k,9170
Luxembourg,2006,475k,115k,8770
Luxembourg,2007,485k,112k,8610
Luxembourg,2008,497k,105k,7950
Luxembourg,2009,508k,108k,8330
Luxembourg,2010,519k,108k,8060
Morocco,1970,16.4M,2830,181
Morocco,1971,16.7M,2820,191
Morocco,1972,17M,2840,207
Morocco,1973,17.4M,2920,219
Morocco,1974,17.8M,3030,223
Morocco,1975,18.2M,3270,235
Morocco,1976,18.6M,3340,253
Morocco,1977,19.1M,3350,262
Morocco,1978,19.5M,3410,273
Morocco,1979,20M,3620,270
Morocco,1980,20.5M,3430,265
Morocco,1981,21M,3670,269
Morocco,1982,21.5M,3520,274
Morocco,1983,22M,3550,276
Morocco,1984,22.5M,3640,275
Morocco,1985,23M,3800,277
Morocco,1986,23.4M,3590,279
Morocco,1987,23.9M,3830,287
Morocco,1988,24.4M,3800,306
Morocco,1989,24.8M,3820,307
Morocco,1990,25.3M,4020,317
Morocco,1991,25.7M,3870,330
Morocco,1992,26.2M,3770,336
Morocco,1993,26.6M,4100,355
Morocco,1994,27M,3820,346
Morocco,1995,27.4M,4230,358
Morocco,1996,27.8M,4110,364
Morocco,1997,28.1M,4350,367
Morocco,1998,28.5M,4340,385
Morocco,1999,28.8M,4370,383
Morocco,2000,29.1M,4640,401
Morocco,2001,29.5M,4720,403
Morocco,2002,29.8M,4950,397
Morocco,2003,30.1M,5120,466
Morocco,2004,30.5M,5230,487
Morocco,2005,30.8M,5560,490
Morocco,2006,31.2M,5690,500
Morocco,2007,31.5M,5960,513
Morocco,2008,31.9M,6130,510
Morocco,2009,32.3M,6280,528
Morocco,2010,32.8M,6530,561
Mexico,1970,53.1M,8950,810
Mexico,1971,54.7M,9500,869
Mexico,1972,56.3M,10k,933
Mexico,1973,58M,10.4k,965
Mexico,1974,59.6M,10.8k,992
Mexico,1975,61.2M,11.1k,1030
Mexico,1976,62.9M,11.2k,1090
Mexico,1977,64.5M,12.1k,1190
Mexico,1978,66.1M,13k,1270
Mexico,1979,67.8M,14k,1400
Mexico,1980,69.4M,15k,1460
Mexico,1981,71.1M,14.8k,1500
Mexico,1982,72.7M,14k,1380
Mexico,1983,74.4M,14.3k,1410
Mexico,1984,76M,14.5k,1430
Mexico,1985,77.6M,13.9k,1360
Mexico,1986,79.2M,13.9k,1400
Mexico,1987,80.8M,14k,1390
Mexico,1988,82.4M,14.4k,1430
Mexico,1989,83.9M,15k,1470
Mexico,1990,85.5M,15.3k,1520
Mexico,1991,87.1M,15.6k,1500
Mexico,1992,88.6M,15.6k,1500
Mexico,1993,90.2M,16.1k,1510
Mexico,1994,91.7M,14.9k,1440
Mexico,1995,93.1M,15.6k,1450
Mexico,1996,94.6M,16.4k,1500
Mexico,1997,96.1M,17k,1520
Mexico,1998,97.5M,17.2k,1540
Mexico,1999,98.9M,17.8k,1520
Mexico,2000,100M,17.5k,1550
Mexico,2001,102M,17.3k,1530
Mexico,2002,103M,17.3k,1600
Mexico,2003,105M,17.7k,1600
Mexico,2004,106M,17.8k,1690
Mexico,2005,108M,18.4k,1700
Mexico,2006,109M,18.5k,1660
Mexico,2007,111M,18.5k,1620
Mexico,2008,112M,17.2k,1600
Mexico,2009,114M,17.8k,1530
Mexico,2010,116M,18.2k,1590
Malta,1970,320k,4900,696
Malta,1971,320k,5310,873
Malta,1972,321k,5520,844
Malta,1973,321k,6080,775
Malta,1974,322k,7210,688
Malta,1975,324k,8440,778
Malta,1976,325k,9450,823
Malta,1977,327k,10.3k,950
Malta,1978,329k,11.2k,908
Malta,1979,331k,11.5k,1010
Malta,1980,334k,12k,1130
Malta,1981,337k,12.4k,1260
Malta,1982,340k,12.6k,945
Malta,1983,343k,12.9k,1250
Malta,1984,346k,13.5k,1020
Malta,1985,349k,14.1k,1680
Malta,1986,353k,14.7k,1750
Malta,1987,356k,15.9k,1870
Malta,1988,359k,17.1k,1980
Malta,1989,362k,18.1k,1960
Malta,1990,365k,18.7k,1850
Malta,1991,368k,19.4k,1810
Malta,1992,371k,20k,2290
Malta,1993,374k,21k,2060
Malta,1994,377k,22.1k,1880
Malta,1995,380k,22.8k,1840
Malta,1996,384k,23.8k,2050
Malta,1997,387k,24.9k,1790
Malta,1998,391k,25.9k,1940
Malta,1999,394k,27.5k,1730
Malta,2000,396k,27k,2000
Malta,2001,399k,27.5k,1850
Malta,2002,401k,28.4k,2070
Malta,2003,403k,28.2k,2070
Malta,2004,405k,29k,2180
Malta,2005,406k,29.6k,2060
Malta,2006,408k,30.9k,2160
Malta,2007,409k,31.9k,2040
Malta,2008,412k,31.3k,1890
Malta,2009,414k,32.9k,2010
Malta,2010,418k,32.9k,1990
Myanmar,1970,27.9M,943,283
Myanmar,1971,28.6M,908,281
Myanmar,1972,29.2M,867,271
Myanmar,1973,29.9M,872,275
Myanmar,1974,30.6M,869,274
Myanmar,1975,31.3M,883,278
Myanmar,1976,32M,894,277
Myanmar,1977,32.7M,912,275
Myanmar,1978,33.5M,911,274
Myanmar,1979,34.2M,941,275
Myanmar,1980,35M,946,273
Myanmar,1981,35.7M,948,273
Myanmar,1982,36.5M,940,271
Myanmar,1983,37.2M,933,275
Myanmar,1984,38M,909,289
Myanmar,1985,38.7M,853,290
Myanmar,1986,39.4M,774,273
Myanmar,1987,40.1M,650,266
Myanmar,1988,40.7M,637,269
Myanmar,1989,41.3M,620,258
Myanmar,1990,41.9M,607,251
Myanmar,1991,42.4M,658,255
Myanmar,1992,42.9M,690,250
Myanmar,1993,43.4M,733,263
Myanmar,1994,43.9M,775,269
Myanmar,1995,44.5M,814,266
Myanmar,1996,45M,849,268
Myanmar,1997,45.6M,888,272
Myanmar,1998,46.2M,973,270
Myanmar,1999,46.7M,1090,275
Myanmar,2000,47.2M,1210,266
Myanmar,2001,47.7M,1340,272
Myanmar,2002,48.1M,1510,292
Myanmar,2003,48.6M,1700,306
Myanmar,2004,48.9M,1910,304
Myanmar,2005,49.3M,2150,306
Myanmar,2006,49.6M,2390,316
Myanmar,2007,49.9M,2620,303
Myanmar,2008,50.3M,2880,285
Myanmar,2009,50.6M,3130,277
Myanmar,2010,51M,3280,281
Mozambique,1970,9.23M,507,747
Mozambique,1971,9.45M,520,716
Mozambique,1972,9.67M,532,703
Mozambique,1973,9.91M,552,681
Mozambique,1974,10.2M,549,657
Mozambique,1975,10.4M,565,631
Mozambique,1976,10.7M,549,623
Mozambique,1977,11M,539,590
Mozambique,1978,11.3M,542,577
Mozambique,1979,11.6M,551,578
Mozambique,1980,11.9M,545,550
Mozambique,1981,12.2M,512,538
Mozambique,1982,12.4M,436,521
Mozambique,1983,12.6M,443,506
Mozambique,1984,12.8M,400,499
Mozambique,1985,12.8M,405,492
Mozambique,1986,12.8M,425,488
Mozambique,1987,12.8M,446,483
Mozambique,1988,12.8M,473,476
Mozambique,1989,13M,471,456
Mozambique,1990,13.3M,482,442
Mozambique,1991,13.8M,437,432
Mozambique,1992,14.4M,464,424
Mozambique,1993,14.9M,475,411
Mozambique,1994,15.5M,469,406
Mozambique,1995,16M,506,401
Mozambique,1996,16.4M,548,402
Mozambique,1997,16.8M,588,396
Mozambique,1998,17.2M,640,394
Mozambique,1999,17.7M,631,405
Mozambique,2000,18.2M,687,414
Mozambique,2001,18.8M,729,407
Mozambique,2002,19.3M,757,417
Mozambique,2003,19.9M,793,421
Mozambique,2004,20.5M,821,414
Mozambique,2005,21.1M,876,415
Mozambique,2006,21.7M,918,421
Mozambique,2007,22.3M,958,417
Mozambique,2008,22.9M,991,421
Mozambique,2009,23.5M,1030,423
Mozambique,2010,24.2M,1070,428
Mauritius,1970,840k,4720,434
Mauritius,1971,852k,4970,435
Mauritius,1972,865k,5400,439
Mauritius,1973,878k,5660,449
Mauritius,1974,892k,5560,449
Mauritius,1975,907k,6590,460
Mauritius,1976,922k,6790,475
Mauritius,1977,938k,6810,476
Mauritius,1978,953k,6800,468
Mauritius,1979,966k,5900,446
Mauritius,1980,978k,6040,435
Mauritius,1981,989k,6180,415
Mauritius,1982,999k,6020,426
Mauritius,1983,1.01M,6130,432
Mauritius,1984,1.02M,6370,433
Mauritius,1985,1.02M,6810,491
Mauritius,1986,1.03M,7290,512
Mauritius,1987,1.04M,7560,514
Mauritius,1988,1.05M,7680,561
Mauritius,1989,1.06M,7990,629
Mauritius,1990,1.07M,8250,634
Mauritius,1991,1.08M,8680,658
Mauritius,1992,1.1M,9010,679
Mauritius,1993,1.11M,9250,658
Mauritius,1994,1.13M,9570,697
Mauritius,1995,1.14M,10000,702
Mauritius,1996,1.15M,10.4k,713
Mauritius,1997,1.17M,11k,750
Mauritius,1998,1.18M,11.1k,775
Mauritius,1999,1.19M,11.9k,851
Mauritius,2000,1.19M,12.2k,887
Mauritius,2001,1.2M,12.3k,873
Mauritius,2002,1.21M,12.9k,909
Mauritius,2003,1.22M,13.4k,920
Mauritius,2004,1.22M,13.6k,946
Mauritius,2005,1.23M,14.2k,1010
Mauritius,2006,1.23M,14.9k,1010
Mauritius,2007,1.24M,15.7k,1030
Mauritius,2008,1.24M,16.1k,999
Mauritius,2009,1.25M,16.8k,1050
Mauritius,2010,1.25M,17.5k,1050
Malaysia,1970,11.1M,4140,547
Malaysia,1971,11.3M,4360,541
Malaysia,1972,11.6M,4890,524
Malaysia,1973,11.9M,5150,578
Malaysia,1974,12.2M,5090,593
Malaysia,1975,12.5M,5610,629
Malaysia,1976,12.8M,5950,618
Malaysia,1977,13.1M,6340,775
Malaysia,1978,13.5M,6720,885
Malaysia,1979,13.8M,7130,862
Malaysia,1980,14.1M,7480,897
Malaysia,1981,14.5M,7760,888
Malaysia,1982,14.8M,8060,1010
Malaysia,1983,15.2M,8500,1020
Malaysia,1984,15.6M,8230,997
Malaysia,1985,16M,8150,1090
Malaysia,1986,16.5M,8400,1070
Malaysia,1987,17M,8950,1090
Malaysia,1988,17.5M,9590,1160
Malaysia,1989,18M,10.3k,1210
Malaysia,1990,18.5M,11k,1450
Malaysia,1991,19M,11.7k,1560
